epsilon,train_sample_robustness_0masks,train_sample_robustness_10masks,train_sample_robustness_30masks,trivial_nb_0masks,trivial_nb_10masks,trivial_nb_30masks
0.902,0.008336409007163014,0.025266066948233395,0.027960758406061475,0,0,0
0.904,0.006773243077918691,0.023060901051134584,0.028859245567653735,0,0,0
0.906,0.010183231147032044,0.020110402121767394,0.027208814302389406,0,0,0
0.908,0.011207023624087032,0.024453162206595623,0.025537760905077183,0,0,0
0.91,0.010025304431910706,0.02310747191982858,0.025365489469081286,0,0,0
0.912,0.008408244673509818,0.021762743316111787,0.023112514383869825,0,0,0
0.914,0.010548111667716045,0.020523912879952904,0.02278332939765418,0,0,0
0.916,0.009037286182640583,0.020573630858796176,0.02409051009044085,0,0,0
0.918,0.010249728636535031,0.018636505496126114,0.024826555902484775,0,0,0
0.92,0.008633033687872795,0.018084323053689493,0.02419012459695937,0,0,0
0.922,0.007501590793661218,0.020166962212753336,0.026243371296403018,0,0,0
0.924,0.008418295096627365,0.01970085302818584,0.025062368964796973,0,0,0
0.926,0.006748095600078557,0.018192000344621085,0.023065210570902765,0,0,0
0.928,0.005132126038453827,0.01971302919094412,0.02226183613237579,0,0,0
0.93,0.0044775512686996075,0.018150671959492798,0.02193437681656229,0,0,0
0.932,0.00280722325842489,0.01706773735243718,0.02042528783698479,0,0,0
0.934,0.002310650204688835,0.01783669492094095,0.020623249536059145,0,0,0
0.936,0.0017707779951097458,0.01627394840821963,0.020687064965292653,0,0,0
0.938,0.0007526269800004128,0.01775392278031931,0.023250629718571343,0,0,0
0.94,0.0037167823800279476,0.024932283354922306,0.027589550166202136,0,0,0
0.942,0.004530695793040702,0.02336959001770346,0.03022690522634181,0,0,0
0.944,0.004087162667697793,0.02367443229882505,0.028663586311840232,0,0,0
0.946,0.002362604722498998,0.027100992784376166,0.027100992784376166,0,0,0
0.948,0.003187609503028082,0.025484169321988014,0.025484169321988014,0,0,0
0.95,0.003603233473292102,0.027193581297777037,0.028990966918692067,0,0,0
0.952,0.0030058596923595534,0.025630987770312967,0.027428373391228,0,0,0
0.954,0.002260495924960514,0.02581154992883985,0.02581154992883985,0,0,0
0.956,0.003700032329240886,0.024248231014338276,0.024248231014338276,0,0,0
0.958,0.004805102637617251,0.02268530138110669,0.02268530138110669,0,0,0
0.96,0.004706717353103291,0.021122707853642623,0.023631381459193728,0,0,0
0.962,0.005461222373603855,0.023569672845646383,0.02613257638612157,0,0,0
0.964,0.0074828366812284015,0.022060820162081628,0.02462372370255681,0,0,0
0.966,0.007678854282763185,0.02284421043539643,0.021542691997218557,0,0,0
0.968,0.007038169649008444,0.021227386973008282,0.020758103375486742,0,0,0
0.97,0.00536711625169622,0.01966479344554422,0.019141279913098594,0,0,0
0.972,0.0036963989601515117,0.015747274424033546,0.016836134161452604,0,0,0
0.974,0.006209702221177172,0.01364450605908131,0.014968076742801548,0,0,0
0.976,0.005940560593470582,0.010084882340997546,0.01096663280696112,0,0,0
0.978,0.006884932870030789,0.007846259165499216,0.006157532815051927,0,0,0
0.98,0.0052142155784860806,0.006306651973345094,0.00880825962132307,0,0,0
0.981,0.004352299299405437,0.0057056314868113665,0.008933640001647664,0,0,0
0.982,0.0035438875682113637,0.005157987034438299,0.009984014263100572,0,0,0
0.983,0.004965406221937178,0.00471927504393887,0.009283701824455795,0,0,0
0.984,0.003952748929708238,0.004479070978115914,0.008636193018191424,0,0,0
0.985,0.003856048883369879,0.0032364398049976894,0.006787312191869077,0,0,0
0.986,0.0030089659667538295,0.0028557281904877684,0.20574142995836103,0,0,1
0.987,0.002155034204168325,0.0030144225102415488,0.4022661045117193,0,0,2
0.988,0.002121400311413447,0.0043043312933778825,0.8006955591225253,0,0,4
0.989,0.001382777264645553,0.004199511117624284,1.0,0,0,5
0.99,0.0023336222858113846,0.20232352695899639,1.0,0,1,5
0.9902,0.0021912437346242467,0.601191715899953,1.0,0,3,5
0.9904,0.002156988947517749,0.6011372496690163,1.0,0,3,5
0.9906,0.0020147633815878613,0.6011372496690163,1.0,0,3,5
0.9908,0.001980508594481363,0.6010294074039189,1.0,0,3,5
0.991,0.001838130043294225,0.6010294074039189,1.0,0,3,5
0.9912,0.0018038752561877268,0.6009749411729819,1.0,0,3,5
0.9914,0.0021568261093225525,0.6009749411729819,1.0,0,3,5
0.9916,0.0021023598783857333,0.6009204749420451,1.0,0,3,5
0.9918,0.001994236114305094,0.6008670989078845,1.0,0,3,5
0.992,0.0019847664538513747,0.6008126326769477,1.0,0,3,5
0.9922,0.0018972047229862143,0.6007581664460109,1.0,0,3,5
0.9924,0.0017550482474583257,0.6007581664460109,1.0,0,3,5
0.9926,0.001720862550753827,0.800160128102482,1.0,0,4,5
0.9928,0.0016327830248927665,0.800160128102482,1.0,0,4,5
0.993,0.001512260180102741,0.8004270082732852,1.0,0,4,5
0.9932,0.0013904029271749217,0.8004270082732852,1.0,0,4,5
0.9934,0.0013220502221336727,0.8004270082732852,1.0,0,4,5
0.9936,0.0011998036879358625,1.0,1.0,0,5,5
0.9938,0.001078074948733952,1.0,1.0,0,5,5
0.994,0.0009562176958061325,1.0,1.0,0,5,5
0.9942,0.0008878649907648837,1.0,1.0,0,5,5
0.9944,0.0007639144900738702,1.0,1.0,0,5,5
0.9946,0.0006079415210246888,1.0,1.0,0,5,5
0.9948,0.0007254631859617961,1.0,1.0,0,5,5
0.995,0.000554398866888534,1.0,1.0,0,5,5
0.9952,0.00037650114614792217,1.0,1.0,0,5,5
0.9954,0.0002669337044072605,1.0,1.0,0,5,5
0.9956,0.00033516926226549043,1.0,1.0,0,5,5
0.9958,0.0005326560440317656,1.0,1.0,0,5,5
0.996,0.0004875724785501004,1.0,1.0,0,5,5
0.9962,0.0003762820783837545,1.0,1.0,0,5,5
0.9964,0.00030394427245259846,1.0,1.0,0,5,5
0.9966,0.0002570599539467902,1.0,1.0,0,5,5
0.9968,0.0003546726358314468,1.0,1.0,0,5,5
0.997,0.0002857567602113332,1.0,1.0,0,5,5
0.9972,0.00031979040103684097,1.0,1.0,0,5,5
0.9974,0.00034081186412790384,1.0,1.0,0,5,5
0.9976,0.20018391590391324,1.0,1.0,1,5,5
0.9978,0.20023197094189144,1.0,1.0,1,5,5
0.998,0.20025317070827842,1.0,1.0,1,5,5
0.9982,0.20024642015932925,1.0,1.0,1,5,5
0.9984,0.20016343536611703,1.0,1.0,1,5,5
0.9986,0.40014151409316445,1.0,1.0,2,5,5
0.9988,0.600088148616263,1.0,1.0,3,5,5
0.999,0.8000274038296851,1.0,1.0,4,5,5
0.9992,0.8000274038296851,1.0,1.0,4,5,5
0.9994,0.8000205528722638,1.0,1.0,4,5,5
0.9996,1.0,1.0,1.0,5,5,5
0.9998,1.0,1.0,1.0,5,5,5
