acc_train,unf_train
0.6726718897138427,0.21184781049965995
0.6721503155080579,0.2115811445959232
0.6706805032349873,0.20111276676086684
0.6687841619641371,0.20006302277764704
0.6685471164956202,0.192014252750248
0.6670773042225494,0.1847228813597383
0.6658446835203612,0.17554269467139882
0.6642328597481353,0.16705874687624006
0.6637113529742115,0.16227471978058022
0.6615303593410153,0.15850116050359825
0.6599658390192441,0.15363192189141922
0.6592072867768032,0.14656396585302942
0.6585909258518133,0.14561474151536802
0.6561731677161875,0.1395780603565171
0.6548456479083592,0.1337430166410878
0.6533284647529729,0.13025285571827955
0.6488245446579299,0.12678566850292533
0.6483030603612933,0.12132099402365347
0.645268772721025,0.11797970931126076
0.643230082791715,0.11111297160665264
0.6415708094666691,0.11044059316208114
0.6392001974404888,0.09660178148643556
0.6368294393119432,0.09057679635056057
0.6352647391718761,0.08662778382410279
0.6346009174554228,0.08394549851848085
0.6319933161539428,0.07817619013220319
0.6261141232548775,0.06775392432292601
0.6221794516913091,0.06740949756361117
0.620851841974333,0.06069415243015532
0.6188133655792493,0.06053417583743208
0.6167271811425452,0.05738187732173
0.616395326477536,0.057131729608254064
0.6149257614546222,0.054190394167474135
0.6080980495221834,0.05142847424804522
0.6077661386639568,0.047752904469484485
0.6061541463120785,0.04148169393009564
0.6005119764042433,0.037959267281729665
0.5999430987480039,0.033690554181462176
0.5973352277190802,0.028479460303268925
0.5858144043670672,0.025311162800827267
0.5811206073902397,0.02351952967562016
0.5804568418670039,0.020236156401087082
0.5785603769710754,0.014074244558859804
0.5751940436088588,0.011453950234055764
0.5721124862340665,0.008403766187832751
0.5708797981000174,0.004697838517353186
0.5702159876222076,0.003744770702357808
0.5620135311019906,0.002721796176211377
0.5480274663456011,0.0017517965438493374
0.5420063518565283,0.0014738513464469974
0.5393511324225762,0.0006861860218918547
0.5310542488197458,0.0006856772621118613
0.530437842940182,0.00026630496773956126
0.5295369420392811,0.00016206435370940133
0.5291101995072754,0.0
