acc_train,unf_train
0.8188887603445666,0.2096102007077484
0.8188224204632414,0.20278430929192945
0.818733970548006,0.19656571525440505
0.8181663960077781,0.18430496196057836
0.8178936754358019,0.18412781837817926
0.8175841007324778,0.17142697143556576
0.8172892676816929,0.16484974979604627
0.8172229278003675,0.16438266342959734
0.8165669000850393,0.15547219892613887
0.8162425837291758,0.15035757739144112
0.8156971425852235,0.14759914856986672
0.8151738046837961,0.13281675417729166
0.8150853547685607,0.12969078075550072
0.8148494883279328,0.12536626279785062
0.8145030469971115,0.10975190648772506
0.8144956761708417,0.10912917611578768
0.8143777429505278,0.10494513787893382
0.8143335179929101,0.096660804774291
0.8141639889887087,0.09103878489158504
0.8138101893277667,0.08817765768845016
0.8132352518392763,0.07046590240582425
0.8125571211530784,0.06333990205879496
0.8121885798395972,0.05320219437226168
0.8121222399582719,0.04767432308273343
0.8120559025218453,0.04562093419984603
0.8119527071508947,0.04480117078138948
0.8117389531890756,0.04106640919500541
0.8108396985297555,0.039845106979903434
0.8102426395978275,0.03741174618755898
0.8101984143685543,0.03530188257310938
0.8095276670047753,0.033446098221735464
0.8093360179154135,0.031679984023584185
0.8090780294880373,0.030750453760261882
0.8090706586617676,0.030608569597346945
0.8083925423733067,0.030407920167720738
0.8060337913089507,0.022556884624775543
0.806085387092838,0.0232060248652441
0.8048323045204132,0.018345978850195864
0.8020091976491452,0.017563890040873976
0.8011910302284532,0.015127215507880432
0.8000485184713902,0.014203240567149675
0.7985890639012878,0.0122416618397875
0.7968053239440385,0.00766264529850711
0.7833386665176402,0.007600858193828075
0.7811052708427404,0.005142449434528929
0.7797121542523753,0.0031213647516808328
0.7796089626846004,0.003061469724832655
0.7782527306509895,0.002955473358993777
0.7710145262814129,0.0021577824700701686
0.7696877286549062,0.0019624787897811746
0.7691348963105286,0.0013894128872023793
0.7686262905537011,0.0008080175383651688
0.7674469583505612,0.00032258064516128566
0.7664740092829707,0.0
