acc_train,unf_train
0.9058894960534304,0.12947211949076615
0.905670916818458,0.12614735914472922
0.905397692774742,0.12301067592897726
0.9051791135397692,0.11637850519983575
0.9046812386156649,0.11419525039223895
0.9043776563448696,0.10603376653805174
0.904201578627808,0.09746448117065336
0.9039951426836672,0.09344373338023952
0.903685488767456,0.08166551902297874
0.9033394049787492,0.07724382695467191
0.9029143897996358,0.07244518829324371
0.9026775956284152,0.06855420859229866
0.9025683060109287,0.06711291111000818
0.9016029143897996,0.06218614141994602
0.9015968427443838,0.061958177894110164
0.901584699453552,0.061639155587059874
0.9014632665452338,0.061180176185965135
0.901329690346084,0.05919496688197181
0.900807528840316,0.05760115390673935
0.9002671523983,0.05278266690532667
0.8999453551912572,0.05139764531619871
0.8991013964784456,0.04745689058523317
0.8990163934426229,0.04698358803648739
0.8989556769884638,0.0443031685217589
0.8986824529447479,0.0405345649549939
0.8981238615664846,0.029553296716158736
0.8981177899210685,0.027233967434312008
0.8978202792956893,0.020800446260162243
0.8976806314511233,0.018371596090462315
0.8976745598057073,0.0161895759829103
0.8975106253794779,0.013429326247813516
0.8973163327261687,0.011201127806030905
0.8950880388585306,0.0071975095092370765
0.895003035822708,0.007069907627109314
0.8948755312689739,0.006928648970672689
0.8942501517911354,0.006390148301216518
0.8939951426836673,0.005270200654284425
0.8915786278081359,0.004936599014016514
0.8907103825136613,0.0035799489549840657
0.8891499696417731,0.001817019562090483
0.8881724347298118,0.0009694628634699498
0.8881542197935641,0.00030353917014453905
0.8873345476624165,0.0
