acc_train,unf_train
0.9060837887067394,0.02797115811056586
0.9057377049180328,0.02748511633996261
0.9046994535519126,0.025811613157983405
0.9036429872495446,0.02337066480733564
0.903551912568306,0.02258514046428833
0.9032726168791744,0.021351363962253383
0.9021857923497268,0.017792300864153673
0.9018639951426836,0.01665393018058694
0.900916818457802,0.012856590403332192
0.9008014571949,0.011265790531902872
0.9007225258044932,0.011138030720348595
0.9003339404978751,0.010811688714188193
0.9002975106253794,0.010228671842736434
0.8997814207650272,0.00915470503448732
0.8994899817850637,0.008298859879947816
0.8984820886460231,0.007012273674385175
0.8982695810564663,0.006987450686992075
0.8980145719489983,0.0069037782646300646
0.8976320582877959,0.006581644406555824
0.8975956284153005,0.006151606027631135
0.897498482088646,0.005951864963307543
0.8969398907103825,0.0054920045084105975
0.8969095324833031,0.00538078396187284
0.8967516697024894,0.005364897749577482
0.8960716454159077,0.004338475182157329
0.8957802064359441,0.004206883627864347
0.8955980570734668,0.003771329899777328
0.8951487553126898,0.003112334343142487
0.8947358834244079,0.003080523702675253
0.8941651487553127,0.002964758408178587
0.8939890710382514,0.0029082101668027127
0.8939708561020037,0.0026357154464736413
0.8937401335761992,0.00218999534730872
0.8935883424408015,0.0021120143044869068
0.8931268973891925,0.0016605175951001333
0.8925986642380085,0.0015455549901896982
0.892367941712204,0.0014580276085479824
0.8922768670309654,0.0013859537256737482
0.8922707953855495,0.0013146641838169984
0.892179720704311,0.0011874163283908446
0.8919247115968428,0.0009456022185255328
0.891244687310261,0.0006866317347398369
0.8910443230115362,0.0004249869685582946
0.8910261080752884,0.00037778690857623445
0.8880874316939891,1.6422270868113427e-05
0.8873345476624165,0.0
