acc_train,unf_train
0.8124458094513372,0.012852860468827946
0.8123791122151041,0.012651524304144192
0.8119372385068407,0.012035287893187072
0.8114620102720222,0.011233593726504431
0.8108617198534933,0.010641292368662958
0.8095361091553601,0.009440750456356938
0.8092443083992842,0.009292053704730187
0.8089441604095778,0.008815066770021541
0.8087607430099364,0.008467866388574819
0.8087524058554074,0.008432959328621944
0.8084272557861045,0.007796902819038946
0.8082521755409922,0.007580231608510786
0.808185478304759,0.007201724068548553
0.8080604209868214,0.0071115976569043875
0.8079020150507674,0.006990057880973513
0.8077936320418884,0.006834250906475078
0.8076935886204248,0.00639045359093896
0.8076519025002241,0.006268417162579268
0.8074434718992188,0.005621979299092238
0.8073851118175147,0.005551522246548256
0.8069765787335982,0.005095325633958108
0.8069599044245399,0.005052793931470264
0.8069515731784493,0.004360440771120046
0.8066931213880455,0.004193993474939757
0.8066764470789872,0.004141837703034333
0.8064596720247934,0.003957725719408297
0.8063429518613852,0.0037479869932685256
0.8062095528707008,0.003599591522524141
0.8059427635782125,0.00337107859751096
0.8058177034798334,0.0030263423516485987
0.8054675429896087,0.002911808536703636
0.8053591599807296,0.0028696453012335373
0.8047838869342268,0.0024458514903506977
0.8039168228631942,0.002203266269348726
0.8036667082273194,0.002155868412986121
0.8035499880639112,0.0017232736406578536
0.8027412840745827,0.0016353022290654107
0.8025245194470454,0.0015541746239918068
0.8022327179958593,0.0013283982504861446
0.8010988649798936,0.0010738377071113387
0.7999650084883757,0.0008432392511635051
0.7991646103736071,0.0005572335956339658
0.7984809355502435,0.00041886302860319187
0.7983141855085559,0.00029491868814264245
0.797997373636448,0.000255728486349803
0.7965216972847868,5.997111738328953e-05
0.7786967173611401,0.0
