epsilon,train_sample_robustness_0masks,train_sample_robustness_10masks,train_sample_robustness_30masks,trivial_nb_0masks,trivial_nb_10masks,trivial_nb_30masks
0.902,0.06103482314151758,0.06103482314151758,0.06103482314151758,0,0,0
0.904,0.06103482314151758,0.06103482314151758,0.06103482314151758,0,0,0
0.906,0.06103482314151758,0.06103482314151758,0.06103482314151758,0,0,0
0.908,0.06103482314151758,0.06103482314151758,0.06103482314151758,0,0,0
0.91,0.05459264645088905,0.05459264645088905,0.05459264645088905,0,0,0
0.912,0.05459264645088905,0.05459264645088905,0.05459264645088905,0,0,0
0.914,0.05459264645088905,0.05459264645088905,0.05459264645088905,0,0,0
0.916,0.05459264645088905,0.05459264645088905,0.05459264645088905,0,0,0
0.918,0.04913033516771348,0.04913033516771348,0.04913033516771348,0,0,0
0.92,0.04913033516771348,0.04913033516771348,0.04913033516771348,0,0,0
0.922,0.04913033516771348,0.04913033516771348,0.04913033516771348,0,0,0
0.924,0.04438349106349346,0.04438349106349346,0.04438349106349346,0,0,0
0.926,0.04438349106349346,0.04438349106349346,0.04438349106349346,0,0,0
0.928,0.04438349106349346,0.04438349106349346,0.04438349106349346,0,0,0
0.93,0.040239344741161545,0.040239344741161545,0.040239344741161545,0,0,0
0.932,0.040239344741161545,0.040239344741161545,0.040239344741161545,0,0,0
0.934,0.036660309280965794,0.036660309280965794,0.036660309280965794,0,0,0
0.936,0.036660309280965794,0.036660309280965794,0.0361291007816298,0,0,0
0.938,0.03342042747577557,0.03342042747577557,0.033078936297631006,0,0,0
0.94,0.03342042747577557,0.03342042747577557,0.03342042747577557,0,0,0
0.942,0.030557356751663833,0.030557356751663833,0.03059530021590212,0,0,0
0.944,0.030557356751663833,0.030557356751663833,0.03059530021590212,0,0,0
0.946,0.027995632606030867,0.027995632606030867,0.028071519534507438,0,0,0
0.948,0.025660149291897704,0.025660149291897704,0.02573603622037428,0,0,0
0.95,0.023550489210979825,0.023550489210979825,0.023664319603694677,0,0,0
0.952,0.023550489210979825,0.023550489210979825,0.023550489210979825,0,0,0
0.954,0.021591042835154263,0.021591042835154263,0.023980641058004844,0,0,0
0.956,0.01982060691556295,0.01982060691556295,0.02228636865253254,0,0,0
0.958,0.01827612116437556,0.01751725187960986,0.020432875030389947,0,0,0
0.96,0.015337663482711868,0.014690128779256514,0.0181328436149708,0,0,0
0.962,0.014094387922291719,0.014349295837368953,0.01756480070143638,0,0,0
0.964,0.012888849746788462,0.016406895586358203,0.0189272814115631,0,0,0
0.966,0.010703722749474693,0.015124914980905244,0.020616401884975342,0,0,0
0.968,0.00885796333992574,0.013316322479027535,0.017485094912972805,0,0,0
0.97,0.007162630753517229,0.011124777853283616,0.016317478270816477,0,0,0
0.972,0.005693191906645039,0.011614999514317973,0.01597250553081694,0,0,0
0.974,0.003771965580700204,0.008936646311666699,0.016569358755045338,0,0,0
0.976,0.0035047455420819094,0.01055824886085309,0.016346977292118238,0,0,0
0.978,0.002296464807131446,0.010814633123281892,0.014541161146898105,0,0,0
0.98,0.0021156986843641748,0.011640286018283779,0.0111082527407725,0,0,0
0.981,0.0024878366348565655,0.01198487237285719,0.011481986886916432,0,0,0
0.982,0.0016593156197531964,0.011456710675413572,0.010655948799525658,0,0,0
0.983,0.0024145264407308483,0.010103789082939133,0.01035277353964327,0,0,0
0.984,0.001397144619847019,0.009349784516131212,0.009641514388202963,0,0,0
0.985,0.0013566967900004322,0.0067820809584286336,0.00813619604043471,0,0,0
0.986,0.0009401526861868511,0.006974252501051115,0.007421428687709608,0,0,0
0.987,0.0015127634076345575,0.00610807405987477,0.006065051416477832,0,0,0
0.988,0.0016971648129264915,0.005277631723493653,0.004931864359525586,0,0,0
0.989,0.0012452330927044141,0.00504786232345672,0.0050468944354502025,0,0,0
0.99,0.001356591120383181,0.003920571147618423,0.004254991169614301,0,0,0
0.9902,0.0011682208330044575,0.003807660737908861,0.004104207801987504,0,0,0
0.9904,0.0010173739977833323,0.0042571891372093105,0.004028464299949181,0,0,0
0.9906,0.0008668037482046465,0.0042205927067837275,0.0036156780522548825,0,0,0
0.9908,0.0021068934148908295,0.004107332791314529,0.0034646110602589235,0,0,0
0.991,0.0019185231275121058,0.004599719728822844,0.003351707689276083,0,0,0
0.9912,0.0028183964202980667,0.004448936361196047,0.003503481546229223,0,0,0
