eps,unf_train_0masks,unf_train_10masks,unf_train_30masks,unf_test_0masks,unf_test_10masks,unf_test_30masks
0.0,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.1,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.3,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.4,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.5,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.6,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.7,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.705,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.71,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.715,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.72,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.725,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.73,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.735,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.74,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.745,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.75,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.755,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.76,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.765,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.77,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.775,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.78,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.785,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.79,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.795,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.8,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.805,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.81,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.815,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.82,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.825,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.83,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.835,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.84,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.845,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.85,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.855,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.86,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.865,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.87,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.875,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.88,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.885,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.89,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.895,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.9,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.902,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.904,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.906,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.908,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.91,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.912,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.914,0.06724226987699271,0.06724226987699271,0.06724226987699271,0.07696861743013159,0.07696861743013159,0.07696861743013159
0.916,0.06724226987699271,0.06687823482601259,0.06687823482601259,0.07696861743013159,0.07689667526139521,0.07689667526139521
0.918,0.06724226987699271,0.06398704971340388,0.06361816606974746,0.07696861743013159,0.07312448171439903,0.07128232127526203
0.92,0.06724226987699271,0.06361816606974746,0.06267678593879718,0.07696861743013159,0.07128232127526203,0.0805130209878649
0.922,0.06724226987699271,0.06267678593879718,0.06267678593879718,0.07696861743013159,0.0805130209878649,0.0805130209878649
0.924,0.06724226987699271,0.06267678593879718,0.0604446252271514,0.07696861743013159,0.0805130209878649,0.07708622254672008
0.926,0.06724226987699271,0.06047422982960871,0.058237836579564765,0.07696861743013159,0.0762037607719509,0.07087790986044304
0.928,0.0668733862333363,0.0601580961033167,0.05792170285327276,0.07512645699099456,0.07594022787295662,0.07061437696144876
0.93,0.06593200610238599,0.05795130745573007,0.05471985621916568,0.08435715670359745,0.06973191518667961,0.06809755418489671
0.932,0.06593200610238599,0.051769207108793694,0.0515129634675932,0.08435715670359745,0.06553139288476409,0.06582395805072276
0.934,0.059847434581818335,0.0484808574108756,0.04567204197749362,0.07719559864340073,0.06181236309752185,0.0554777079147424
0.936,0.054749460821623,0.0484808574108756,0.04785108098441506,0.06721509241012755,0.06181236309752185,0.055129384004092515
0.938,0.05445692436986229,0.0451342568391085,0.045426389177598885,0.06649632339015174,0.05355173568285994,0.05197714086576166
0.94,0.05146111112370489,0.0451342568391085,0.042559691134700685,0.06349606262288532,0.05355173568285994,0.04982793087321887
