Mode,epsilon,Training error,Training violation,Test error,Test violation,Training error STD,Training violation STD,Test error STD,Test violation STD,nbseeds
0,0.0,0.05844579426911395,0.007148195091829572,0.1020356592264897,0.016051667152594425,0.001428557161550023,0.0022868221013474105,0.0021159366635370123,0.004328227887578267,100
1,0.0,0.08110138075468278,1.907106562684527e-05,0.09909888335150384,0.0073319749933118405,0.0031792216353964476,0.00010984323251427884,0.0012267334601985475,0.0019517219785942952,100
2,0.0,0.07549561834587117,2.6599104984245938e-18,0.10450019787464444,0.004189201002674761,0.007330815371397639,4.057032075349529e-18,0.0026003152359861514,0.0019390860994155177,100
3,0.0,0.0885367023421885,1.747463377955346e-17,0.10146894496126628,0.005738322970372637,0.0017657728147424574,8.002306526445202e-17,0.0011646542642884204,0.0014922761944152656,100
4,0.0,0.11429896867252078,1.9750503571411575e-17,0.11473489904330549,0.0008556271192736992,0.0035015664923997,1.690394020605872e-17,0.003090916001448019,0.0006792935981691432,100
5,0.0,0.11673083356974492,1.1672170007386904e-17,0.11670411554438762,0.0003349139567807644,0.0007777232571376566,1.5266602982314588e-17,0.0005978982697257491,0.0005573149098364962,100
