Mode,epsilon,Training error,Training violation,Test error,Test violation,Training error STD,Training violation STD,Test error STD,Test violation STD,nbseeds
0,0.5,0.17135970149253726,0.1414720040619458,0.18121717171717172,0.16387909601380313,0.0019802376886205054,0.013656232095608305,0.00317883056786709,0.01623455883829096,100
1,0.5,0.18020714671125979,-0.0010847265959834935,0.1915183835887562,0.03497915460810984,0.004025827844175702,0.0032277465900132653,0.003204842702042608,0.016932182064424487,100
2,0.5,0.1799312088464912,0.0005119659063670532,0.20307572259935128,0.01176445882175763,0.005174042442212618,0.0031431796292715575,0.004952582865131265,0.01856979697189269,100
3,0.5,0.18012372660500717,-0.0015359635888592777,0.19218952938048045,0.03485114444313637,0.0031883911352619996,0.004449622123397228,0.0033232936759032476,0.016090666043192207,100
4,0.5,0.1798777807998253,-0.0019641643292666886,0.19274899157367506,0.0354911060015756,0.002969197034992732,0.005402280430390338,0.0033999843763501854,0.016944986929643586,100
5,0.5,0.18017761700019794,-0.0018626951405557438,0.19292817111363256,0.035443383935179304,0.002515344970131868,0.004741561926749278,0.003348888123472403,0.015230460189311512,100
