Mode,epsilon,Training error,Training violation,Test error,Test violation,Training error STD,Training violation STD,Test error STD,Test violation STD,nbseeds
0,0.8,0.12228954884677988,0.07250371713363406,0.1443971500522081,0.0711279242522358,0.0015583499818739687,0.00403240761913741,0.0012252047630905312,0.003791621229381985,100
1,0.8,0.1414038786493353,4.020796629864954e-05,0.1548325432194549,0.006449452196788269,0.002774238299270627,0.0022904222465211115,0.0014189697743210634,0.006068870792457853,100
2,0.8,0.1341064440880338,-0.00028487871605017116,0.15726156032677394,0.00418918180854397,0.006445096986781092,0.003200627120094248,0.0023294599064439597,0.007651675519860763,100
3,0.8,0.14324439485285473,-0.0010797146640040378,0.15520281002314673,-0.0025587614392800656,0.0018785097804317273,0.0020186636144208024,0.0014860935208391001,0.002606439313203134,100
4,0.8,0.14810899687668183,-0.0022078338807126254,0.15564261247825126,-0.002904907645990248,0.0017514948440033073,0.002543893532857676,0.00146196873246632,0.002802225488259855,100
5,0.8,0.15055316229666146,-0.0021909634362997006,0.15696208164814146,-0.002561726990927364,0.0020753128369876777,0.003341628916941455,0.001712564158621623,0.003774719546050966,100
