unf_train,unf_test,masks
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
0.017610894033113462,0.033128943897841844,no mask
