unf_train,unf_test,masks
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.02387246611701737,0.026720314915822118,no mask
0.023699028463329785,0.02743669757553535,no mask
0.023331971555298738,0.029389250836445183,no mask
0.02135570013875152,0.027548629013904227,no mask
0.023283328984040064,0.031936814026715776,no mask
0.02226082772025924,0.02590258765425386,no mask
0.024651433998758663,0.027323225721366074,no mask
0.027861794573906674,0.030029221468327406,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.03400404124217567,0.03401374781381135,no mask
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02387246611701737,0.026720314915822118,10 masks
0.02355355189564685,0.02724132929461652,10 masks
0.02355355189564685,0.02724132929461652,10 masks
0.023823492136666333,0.027374386407384158,10 masks
