acc_train,unf_train,error_train,masks
0.8124458094513372,0.012852860468827946,0.18755419054866285,no mask
0.8123791122151041,0.012651524304144192,0.18762088778489594,no mask
0.8119372385068407,0.012035287893187072,0.18806276149315926,no mask
0.8114620102720222,0.011233593726504431,0.18853798972797775,no mask
0.8108617198534933,0.010641292368662958,0.1891382801465067,no mask
0.8095361091553601,0.009440750456356938,0.19046389084463988,no mask
0.8092443083992842,0.009292053704730187,0.19075569160071582,no mask
0.8089441604095778,0.008815066770021541,0.19105583959042216,no mask
0.8087607430099364,0.008467866388574819,0.1912392569900636,no mask
0.8087524058554074,0.008432959328621944,0.19124759414459258,no mask
0.8084272557861045,0.007796902819038946,0.19157274421389547,no mask
0.8082521755409922,0.007580231608510786,0.19174782445900784,no mask
0.808185478304759,0.007201724068548553,0.19181452169524105,no mask
0.8080604209868214,0.0071115976569043875,0.1919395790131786,no mask
0.8079020150507674,0.006990057880973513,0.19209798494923258,no mask
0.8077936320418884,0.006834250906475078,0.19220636795811163,no mask
0.8076935886204248,0.00639045359093896,0.19230641137957516,no mask
0.8076519025002241,0.006268417162579268,0.19234809749977588,no mask
0.8074434718992188,0.005621979299092238,0.19255652810078117,no mask
0.8073851118175147,0.005551522246548256,0.1926148881824853,no mask
0.8069765787335982,0.005095325633958108,0.19302342126640182,no mask
0.8069599044245399,0.005052793931470264,0.1930400955754601,no mask
0.8069515731784493,0.0043604407711200464,0.19304842682155066,no mask
0.8066931213880455,0.004193993474939757,0.1933068786119545,no mask
0.8066764470789872,0.004141837703034333,0.19332355292101278,no mask
0.8064596720247934,0.003957725719408297,0.1935403279752066,no mask
0.8063429518613852,0.0037479869932685256,0.19365704813861484,no mask
0.8062095528707008,0.003599591522524141,0.19379044712929916,no mask
0.8059427635782125,0.00337107859751096,0.19405723642178752,no mask
0.8058177034798334,0.0030263423516485987,0.1941822965201666,no mask
0.8054675429896087,0.002911808536703636,0.19453245701039135,no mask
0.8053591599807296,0.002869645301233537,0.1946408400192704,no mask
0.8047838869342268,0.0024458514903506977,0.19521611306577324,no mask
0.8039168228631942,0.002203266269348726,0.1960831771368058,no mask
0.8036667082273194,0.002155868412986121,0.19633329177268055,no mask
0.8035499880639112,0.0017232736406578536,0.1964500119360888,no mask
0.8027412840745827,0.0016353022290654107,0.19725871592541733,no mask
0.8025245194470454,0.0015541746239918068,0.1974754805529546,no mask
0.8022327179958593,0.0013283982504861446,0.19776728200414073,no mask
0.8010988649798936,0.0010738377071113387,0.19890113502010642,no mask
0.7999650084883757,0.0008432392511635051,0.2000349915116243,no mask
0.7991646103736071,0.0005572335956339658,0.2008353896263929,no mask
0.7984809355502435,0.0004188630286031919,0.20151906444975654,no mask
0.7983141855085559,0.00029491868814264245,0.20168581449144407,no mask
0.797997373636448,0.000255728486349803,0.20200262636355204,no mask
