acc_train,unf_train,error_train,masks
0.8188887603445666,0.017610894033113462,0.1811112396554334,no mask
0.8186602563088906,0.017172126269567812,0.1813397436911094,no mask
0.8185939164275652,0.016728958008038242,0.18140608357243482,no mask
0.8184612366649147,0.016404083448217976,0.18153876333508534,no mask
0.8181885060416884,0.015032087994322716,0.18181149395831164,no mask
0.8179084132851655,0.012057772912317806,0.1820915867148345,no mask
0.8178494445017652,0.011588231013074496,0.18215055549823478,no mask
0.8178420734038403,0.011465928556850564,0.1821579265961597,no mask
0.8176061993568606,0.010749292246468551,0.18239380064313937,no mask
0.8175324910941644,0.009552950965006664,0.18246750890583563,no mask
0.8174440409072735,0.009167634009084142,0.18255595909272648,no mask
0.8169575549639511,0.008245958300149523,0.18304244503604894,no mask
0.8167069376345,0.008071350717449959,0.18329306236550003,no mask
0.8166258561006352,0.006603434354458967,0.1833741438993648,no mask
0.8163826098691089,0.006134828277009618,0.18361739013089107,no mask
0.8161614850810203,0.006015433545247384,0.18383851491897973,no mask
0.8161393726022114,0.005179906447515492,0.18386062739778863,no mask
0.8160656616229611,0.005131743516825415,0.18393433837703888,no mask
0.8159698373499357,0.004855098811642722,0.18403016265006433,no mask
0.8159329832185875,0.004737729127672874,0.18406701678141246,no mask
0.8157634520411428,0.003826698521657208,0.18423654795885724,no mask
0.8154022682428159,0.0035794007736346845,0.18459773175718408,no mask
0.815188514280997,0.0031232810298769892,0.18481148571900297,no mask
0.8151221743996716,0.002950709524222743,0.1848778256003284,no mask
0.8148936787853133,0.0024619195885423424,0.18510632121468673,no mask
0.8148347121751562,0.0021419779587606553,0.18516528782484376,no mask
0.8146872902166556,0.00175099692574417,0.18531270978334435,no mask
0.8146578069115771,0.0016730348599845151,0.18534219308842292,no mask
0.8140017944089518,0.0012251616979054186,0.18599820559104818,no mask
0.8139944235826823,0.001193638805935561,0.18600557641731774,no mask
0.8139796819301429,0.0011519874910262435,0.18602031806985708,no mask
0.813154149387945,0.0008860921585868803,0.18684585061205505,no mask
0.8125865770209606,0.0007367348156085329,0.1874134229790394,no mask
0.8123580811349468,0.00044751474016286436,0.18764191886505321,no mask
0.8117094247891989,0.0003077118976391401,0.18829057521080106,no mask
0.8077291541546145,0.00011989972610406897,0.19227084584538545,no mask
0.7519827885325265,0.0,0.24801721146747346,no mask
0.8188887603445666,0.017610894033113462,0.1811112396554334,10 masks
0.8188592770394882,0.017455151512353863,0.18114072296051176,10 masks
0.818785568776792,0.016258810230891974,0.18121443122320802,10 masks
0.8185718069369659,0.015575613985045656,0.18142819306303415,10 masks
0.8182917133654769,0.014986677354040112,0.1817082866345231,10 masks
0.8179452758378314,0.013151311169052457,0.1820547241621686,10 masks
0.8173261114901352,0.010568781945103998,0.18267388850986477,10 masks
0.8138249426614885,0.00727022940344913,0.18617505733851147,10 masks
0.8084515950982292,0.006110435120951468,0.19154840490177083,10 masks
0.8066162275734093,0.004957348884246218,0.19338377242659066,10 masks
0.7998424121527046,0.004305668981172505,0.20015758784729543,10 masks
0.7994664869734941,0.00369817104261289,0.2005335130265059,10 masks
0.7926262113281171,0.0035406337685845533,0.20737378867188294,10 masks
0.7830588299321699,0.0027614864101587096,0.2169411700678301,10 masks
0.7767198810368797,0.002030271369794186,0.22328011896312028,10 masks
0.761859853837273,0.0011581430638718305,0.23814014616272705,10 masks
0.7547984873607335,0.0005435850521722683,0.24520151263926648,10 masks
0.7535601863741933,0.00026144754744432673,0.2464398136258067,10 masks
0.7519827885325265,0.0,0.24801721146747346,10 masks
0.8188887603445666,0.017610894033113462,0.1811112396554334,30 masks
0.8185791742317152,0.017299290266425786,0.18142082576828478,30 masks
0.8183359369648177,0.015926870415745076,0.18166406303518234,30 masks
0.8182179993980171,0.015031663597537269,0.1817820006019829,30 masks
0.8181885160929385,0.014875921076777663,0.18181148390706148,30 masks
0.8181074367323171,0.013758615511074093,0.18189256326768288,30 masks
0.8178347161603412,0.013398727078806759,0.1821652838396588,30 masks
0.8172597805734385,0.008863736292276336,0.1827402194265615,30 masks
0.8167733035947446,0.007046088144094315,0.18322669640525535,30 masks
0.8159403926199256,0.006623959647273406,0.18405960738007443,30 masks
0.8152401638526557,0.005222553008103946,0.18475983614734426,30 masks
0.8149674332294294,0.00406981486301432,0.18503256677057056,30 masks
0.8146504857982476,0.00402681523041486,0.18534951420175239,30 masks
0.8005426409199746,0.0018225259542161965,0.19945735908002538,30 masks
0.7836485242859027,0.0017815020370319395,0.2163514757140973,30 masks
0.7633045390459844,0.0017131457302292036,0.2366954609540156,30 masks
0.7626190418800036,0.0012952944346050989,0.23738095811999638,30 masks
0.7619114164792002,0.0012530134906809651,0.23808858352079976,30 masks
0.7613954567387387,0.0011996772672814258,0.23860454326126135,30 masks
0.7606731141343829,0.00095815021382222,0.23932688586561712,30 masks
0.7602456062107447,0.0008090107761674428,0.23975439378925534,30 masks
0.7570687154345486,0.000699945674049407,0.24293128456545143,30 masks
0.7567812532100332,0.0006716365278806701,0.2432187467899668,30 masks
0.7562652953711594,0.0006557708660454018,0.24373470462884061,30 masks
0.7557493375322857,0.0005907354593491143,0.24425066246771432,30 masks
0.7539508390798618,0.0004335976585536437,0.24604916092013818,30 masks
0.7531105496724215,0.00024618743789677416,0.24688945032757847,30 masks
0.7526535584437047,0.00018280604033695801,0.24734644155629526,30 masks
0.7526388162478547,0.00014766283176201878,0.24736118375214533,30 masks
0.7525945896603045,5.928606682749398e-05,0.24740541033969554,30 masks
0.7519827885325265,0.0,0.24801721146747346,30 masks
