acc_train,unf_train,error_train,masks
0.8124458094513372,0.02211919002448985,0.18755419054866285,no mask
0.8117621627799462,0.020428862182383708,0.18823783722005383,no mask
0.8115287224531297,0.019618518032783937,0.18847127754687032,no mask
0.8107116813092722,0.017568494672565268,0.18928831869072782,no mask
0.8099446495379361,0.016332193989245947,0.1900553504620639,no mask
0.8093026834258626,0.013645534069278287,0.19069731657413735,no mask
0.8089191583299813,0.013141422920317548,0.1910808416700187,no mask
0.8085856721488149,0.011634430899360849,0.19141432785118506,no mask
0.8083188821612163,0.010229964552419271,0.19168111783878372,no mask
0.8082938696549631,0.009872864529686942,0.19170613034503692,no mask
0.8081354623286883,0.006934346340633812,0.19186453767131173,no mask
0.8080937765560424,0.005703172328272022,0.19190622344395758,no mask
0.8080854394015132,0.004914817419639927,0.19191456059848677,no mask
0.8080187421652798,0.0039672025759518005,0.1919812578347202,no mask
0.8077769646839343,0.0027531104131866212,0.19222303531606566,no mask
0.8077186046022302,0.002716934972265439,0.19228139539776978,no mask
0.8076852559841136,0.0023133178972228,0.19231474401588644,no mask
0.8075768684570166,0.0017591572296586475,0.1924231315429834,no mask
0.8075185083753125,0.0014918058356807814,0.19248149162468753,no mask
0.8073184166666127,0.0012015290360182676,0.19268158333338725,no mask
0.8072767308939669,0.000996700992488142,0.1927232691060331,no mask
0.8067931759312759,0.0009264972091774127,0.19320682406872414,no mask
0.8066264328406927,0.0005142668420206941,0.1933735671593073,no mask
0.8065597356044594,0.0004873551282722044,0.19344026439554063,no mask
0.8064513525955803,0.00031773511111672366,0.19354864740441968,no mask
0.806001127483024,0.00026381134652049283,0.193998872516976,no mask
0.8048255563717774,8.401806771138887e-05,0.19517444362822256,no mask
0.7786967173611401,0.0,0.2213032826388599,no mask
0.8124458094513372,0.02211919002448985,0.18755419054866285,10 masks
0.811545396762188,0.02147772669019969,0.18845460323781205,10 masks
0.8112119105810217,0.018172159131537736,0.1887880894189783,10 masks
0.8107533670819179,0.01695120955008278,0.18924663291808208,10 masks
0.8102281127919275,0.01690349377376965,0.18977188720807248,10 masks
0.8095277918114782,0.0144042452438214,0.19047220818852184,10 masks
0.8084939662294359,0.012040802190697895,0.19150603377056408,10 masks
0.8080104112667448,0.009770597324747166,0.19198958873325522,10 masks
0.8075018389320272,0.004966805192780165,0.1924981610679728,10 masks
0.8073434329959733,0.003937411859426287,0.19265656700402667,10 masks
0.8073017458331065,0.003336696552229723,0.19269825416689346,10 masks
0.7990979770875336,0.002792345517860761,0.2009020229124664,10 masks
0.7970469578307711,0.0016349875927452295,0.20295304216922894,10 masks
0.7877092776799559,0.0016107219859088366,0.2122907223200441,10 masks
0.7839491632931394,0.0013106087684708,0.21605083670686065,10 masks
0.7826068814139447,0.0010272193467598225,0.21739311858605526,10 masks
0.7824234640143033,0.0008506223775069932,0.2175765359856967,10 masks
0.77936371752789,0.00021787611538823804,0.22063628247210998,10 masks
0.7786967173611401,0.0,0.2213032826388599,10 masks
0.8124458094513372,0.02211919002448985,0.18755419054866285,30 masks
0.8120122774158209,0.02152613559188437,0.18798772258417906,30 masks
0.8115537339167173,0.01885049023512402,0.18844626608328274,30 masks
0.8112702706627258,0.01876842553865119,0.18872972933727417,30 masks
0.8109451216360887,0.017518288873087595,0.18905487836391133,30 masks
0.8101197297830485,0.016785839411712567,0.18988027021695153,30 masks
0.8092193170938993,0.015629100479656374,0.19078068290610073,30 masks
0.8088441361036514,0.01178034671312218,0.19115586389634864,30 masks
0.808427266212761,0.0091472176301175,0.19157273378723905,30 masks
0.8080020713317737,0.00891683696017831,0.1919979286682263,30 masks
0.8079770588255208,0.008744102985135905,0.19202294117447916,30 masks
0.8076769212624709,0.0067730062971052,0.19232307873752907,30 masks
0.8073851184210639,0.003477093253711061,0.19261488157893614,30 masks
0.8071099923216016,0.002820575681928505,0.19289000767839837,30 masks
0.8055926301972945,0.002464666791047532,0.19440736980270545,30 masks
0.8016407876705038,0.0020242945091469627,0.19835921232949616,30 masks
0.8006236548179462,0.0011286386910455805,0.19937634518205383,30 masks
0.7835573267618149,0.0010659665265315478,0.2164426732381851,30 masks
0.7831404516575962,0.001057500581584292,0.21685954834240384,30 masks
0.7824901487385487,0.0009229024442588996,0.21750985126145128,30 masks
0.7818731986082804,0.0006027793221600186,0.21812680139171958,30 masks
0.7802641277841528,0.00033739063044351263,0.21973587221584723,30 masks
0.7796554901319934,0.00030321117135139185,0.22034450986800658,30 masks
0.7796471529774642,0.00018990640703997475,0.22035284702253577,30 masks
0.7786967173611401,0.0,0.2213032826388599,30 masks
