acc_train,unf_train,error_train,masks
0.6726718897138427,0.1596485347740198,0.32732811028615727,no mask
0.6724348105293951,0.15915793788113347,0.32756518947060487,no mask
0.6712968304440466,0.15471541070094613,0.32870316955595336,no mask
0.6710123354227095,0.14954147675763546,0.32898766457729045,no mask
0.6706805032349873,0.14858829045215574,0.3293194967650127,no mask
0.6700642209805019,0.14198575332056482,0.3299357790194981,no mask
0.6675041479023465,0.13796445463412824,0.33249585209765353,no mask
0.6662714372910103,0.12385138914116853,0.33372856270898965,no mask
0.6657972901607587,0.1216385856956356,0.3342027098392413,no mask
0.6646593887459147,0.11763704628802238,0.3353406112540853,no mask
0.6641379381652083,0.11688732735162535,0.3358620618347917,no mask
0.6628578117169825,0.11168700852924532,0.33714218828301745,no mask
0.6609140546092429,0.10219169095813918,0.3390859453907571,no mask
0.6599657491100961,0.09861839962092707,0.3400342508899039,no mask
0.6587329373509686,0.09645291796349204,0.3412670626490314,no mask
0.6582113631451838,0.09523152085853452,0.3417886368548162,no mask
0.6564096624911734,0.09396208607509413,0.3435903375088266,no mask
0.6548450859761846,0.09137204183230284,0.3451549140238154,no mask
0.6546554226286265,0.09009030946938196,0.3453445773713735,no mask
0.6539916571053908,0.08829591770372107,0.34600834289460924,no mask
0.6534227007786468,0.08694079883711121,0.34657729922135316,no mask
0.6520952708799668,0.08345468599211155,0.34790472912003323,no mask
0.6513367298761692,0.08153704345314486,0.3486632701238308,no mask
0.6506729418756464,0.08003945062075271,0.3493270581243536,no mask
0.6498195916753571,0.07750116744308347,0.3501804083246429,no mask
0.6489662639523543,0.07525792628463639,0.35103373604764565,no mask
0.6488240164416859,0.07426134354916733,0.35117598355831414,no mask
0.6466906634182492,0.07303698937805911,0.3533093365817508,no mask
0.6456475824385406,0.07096859972179842,0.3543524175614594,no mask
0.6442726130778925,0.06814616134176199,0.3557273869221075,no mask
0.643419330309464,0.0671605172092004,0.35658066969053603,no mask
0.6402899300293294,0.06289007521169156,0.35971006997067057,no mask
0.6384410607885864,0.0619628888786951,0.3615589392114136,no mask
0.637872205609634,0.061355484319366015,0.362127794390366,no mask
0.6309499204922167,0.058108636188411264,0.36905007950778335,no mask
0.6294800407872849,0.055999955352136574,0.3705199592127151,no mask
0.6268250011716285,0.05457724115382338,0.37317499882837146,no mask
0.6245492882510884,0.04798020949006832,0.37545071174891165,no mask
