Fold#,Training accuracy,Training Unfairness,Training objective function,Test accuracy,Test unfairness,#Nodes explored for best solution,Cache size for best solution,RL length,RL
0,0.8934729811778992,0.0027689919279610233,0.10952701882210081,0.8966605950212507,0.006238309857061644,1348790,399340,3,"RULELIST:
 if [marital_single]: [subscribed] = False
else if [euribor3m_low]: [subscribed] = False
else if [poutcome_failure]: [subscribed] = False
else [subscribed] = True"
1,0.8942926533090467,0.0030967322456374163,0.10870734669095328,0.8925318761384335,0.0011503289801730594,758999,283820,3,"RULELIST:
 if [marital_single]: [subscribed] = False
else if [cons_conf_idx_very_high]: [subscribed] = False
else if [poutcome_failure]: [subscribed] = False
else [subscribed] = True"
2,0.8930479659987857,0.002991302372674515,0.10895203400121434,0.897632058287796,0.00938219099778682,11736,7581,2,"RULELIST:
 if [marital_single]: [subscribed] = False
else if [poutcome_failure]: [subscribed] = False
else [subscribed] = True"
3,0.8943230115361263,0.003059209443148356,0.10767698846387375,0.8870673952641166,0.00839804561258405,7896,5444,2,"RULELIST:
 if [not_duration_very_high]: [subscribed] = False
else if [poutcome_failure]: [subscribed] = False
else [subscribed] = True"
4,0.8939587128111718,0.003682154408279961,0.10804128718882822,0.8939890710382513,0.006586174934913978,12424,8068,2,"RULELIST:
 if [marital_single]: [subscribed] = False
else if [poutcome_success]: [subscribed] = True
else [subscribed] = False"
Average,0.8938190649666058,0.0031196780795402545,0.10858093503339408,0.8935761991499696,0.00635101007650391,,,,
