Fold#,Training accuracy,Training Unfairness(5),Training objective function,Training Sample-Robustness,Test accuracy,Test unfairness,#Nodes explored for best solution,Cache size for best solution,Average length,RL
0,0.8035267633816908,0.005377393899157465,0.20047323661830918,0.006163906308624109,0.8054351450483495,0.007251106920584928,4864287,1731818,4,"RULELIST:
 if [PAY_0_Pay_duly__AND__PAY_2_Pay_duly]: (default_payment:yes) = False
else if [PAY_4_Pay_delay>=1]: (default_payment:yes) = True
else if [not_AGE_very_low]: (default_payment:yes) = False
else if [BILL_AMT1_very_low]: (default_payment:yes) = False
else (default_payment:yes) = True"
1,0.8033682104297803,0.0057835544113796974,0.20063178957021965,0.005895278417921646,0.8057362014340503,0.0037319934944237687,5378325,1933083,4,"RULELIST:
 if [PAY_0_Pay_duly]: (default_payment:yes) = False
else if [PAY_4_Pay_delay>=1]: (default_payment:yes) = True
else if [BILL_AMT2_very_low]: (default_payment:yes) = False
else if [AGE_very_low]: (default_payment:yes) = True
else (default_payment:yes) = False"
2,0.7909458501813331,0.001953630459420541,0.21205414981866688,0.008081187746664161,0.7933966983491746,0.01045531276596745,907128,454739,3,"RULELIST:
 if [PAY_0_Pay_duly]: (default_payment:yes) = False
else if [not_MARRIAGE_Married]: (default_payment:yes) = False
else if [PAY_5_Pay_delay>=1]: (default_payment:yes) = True
else (default_payment:yes) = False"
3,0.8039101254741756,0.0054298340092531205,0.20008987452582438,0.007212309007372583,0.8015674503918626,0.009915898926707849,4699706,1745848,4,"RULELIST:
 if [PAY_0_Pay_duly]: (default_payment:yes) = False
else if [PAY_4_Pay_delay>=1]: (default_payment:yes) = True
else if [not_AGE_very_low]: (default_payment:yes) = False
else if [BILL_AMT4_very_low]: (default_payment:yes) = False
else (default_payment:yes) = True"
4,0.8021176372504064,0.00461133069828723,0.2008823627495936,0.006426006426006426,0.8017342004335501,0.004390641660916961,890221,365406,3,"RULELIST:
 if [PAY_0_Pay_duly__AND__PAY_2_Pay_duly]: (default_payment:yes) = False
else if [AGE_very_low]: (default_payment:yes) = True
else if [PAY_4_Pay_duly__AND__PAY_5_Pay_duly]: (default_payment:yes) = False
else (default_payment:yes) = True"
Average,0.8007737173434772,0.004631148695499611,0.20282628265652275,0.006755737581317785,0.8015739391313975,0.007148990753720191,1246178.8,3.6,
